Unit;LoC;NOC;CBO;DIT;RFC;WMC;LCOM;LCOM2;LCOM3;NoA;NoPA;NoM;NoPM;NoI;Ca;Ce;CCC;LMLoC;LPL;TLoC;CLoC;FLoC;ECC;FCC;HCC;TCC;RCo;SCo;HCo;NoR;NoS;NoH;TFC;NoCA;NoCI;NoCRN;NoDR;NoEH;NoGH;NoGS;NoNPB;NoOC;NoOCA;NoSF;NoSKS
org.apache.hadoop.hbase.HBaseInterfaceAudience;13.0;0.0;9.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;0.0;0.0;1.0;13.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.ByteBufferInputStream;69.0;0.0;12.0;2.0;12.0;12.0;0.0;0.0;0.0;1.0;0.0;4.0;4.0;10.0;1.0;14.0;16.0;15.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.NamespaceDescriptor$Builder;36.0;0.0;16.0;1.0;7.0;5.0;0.0;0.375;0.5;2.0;0.0;4.0;4.0;5.0;2.0;12.0;9.0;8.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.BaseDecoder;50.0;4.0;20.0;1.0;11.0;8.0;4.0;0.625;0.8333333333333334;4.0;0.0;4.0;2.0;10.0;10.0;25.0;12.0;14.0;1.0;2.0;2.0;0.0;9.0;0.0;2.0;2.0;2.0;1.0;2.0;2.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.KeyValue$KVComparator;458.0;1.0;25.0;1.0;63.0;82.0;0.0;1.0;0.0;0.0;0.0;24.0;15.0;100.0;3.0;26.0;106.0;79.0;8.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.SimplePositionedByteRange;174.0;0.0;20.0;3.0;30.0;11.0;0.0;1.0;0.0;0.0;0.0;24.0;24.0;12.0;1.0;17.0;35.0;5.0;4.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;1.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.KeyValueCodec$KeyValueDecoder;7.0;0.0;7.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;9.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.HBaseConfiguration;184.0;0.0;37.0;2.0;35.0;16.0;33.0;0.6666666666666667;0.75;1.0;0.0;9.0;8.0;45.0;6.0;36.0;25.0;33.0;4.0;16.0;14.0;0.0;19.0;0.0;7.0;5.0;2.0;2.0;7.0;5.0;2.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawLong;51.0;0.0;21.0;1.0;18.0;11.0;0.0;1.0;0.0;0.0;0.0;11.0;11.0;15.0;1.0;18.0;22.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.BoundedCompletionService;43.0;0.0;27.0;1.0;9.0;4.0;4.0;0.5833333333333333;0.7777777777777777;3.0;0.0;4.0;4.0;8.0;2.0;21.0;8.0;5.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.HBaseIOException;17.0;3.0;11.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.KeyLocker;81.0;0.0;33.0;1.0;15.0;9.0;2.0;0.6666666666666667;1.0;3.0;0.0;3.0;2.0;21.0;2.0;22.0;12.0;16.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.EncodedDataBlock$BufferGrabbingByteArrayOutputStream;6.0;0.0;7.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.HFileBlockDefaultDecodingContext;67.0;0.0;27.0;1.0;20.0;6.0;4.0;0.5;0.6666666666666666;2.0;0.0;4.0;4.0;19.0;7.0;27.0;10.0;43.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.TimeRange;148.0;0.0;19.0;1.0;13.0;21.0;10.0;0.45833333333333337;0.5238095238095238;3.0;0.0;8.0;8.0;15.0;1.0;19.0;32.0;8.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.Cipher;89.0;2.0;19.0;1.0;11.0;1.0;55.0;0.9090909090909091;1.0;1.0;0.0;11.0;11.0;1.0;11.0;16.0;12.0;2.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.security.User;341.0;1.0;39.0;1.0;40.0;28.0;174.0;0.7619047619047619;0.8;2.0;1.0;21.0;21.0;39.0;6.0;41.0;57.0;9.0;4.0;17.0;17.0;0.0;37.0;0.0;12.0;6.0;4.0;2.0;6.0;12.0;10.0;12.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;4.0;0.0;0.0;0.0;3.0
org.apache.hadoop.hbase.types.RawFloat;51.0;0.0;21.0;1.0;18.0;11.0;0.0;1.0;0.0;0.0;0.0;11.0;11.0;15.0;1.0;18.0;22.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.HConstants;1082.0;0.0;38.0;1.0;0.0;0.0;0.0;1.0;0.0;270.0;270.0;0.0;0.0;32.0;37.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.KeyValue$RawBytesComparator;54.0;0.0;13.0;2.0;21.0;13.0;0.0;1.0;0.0;0.0;0.0;5.0;5.0;29.0;0.0;0.0;18.0;23.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.OrderedFloat64;39.0;0.0;21.0;2.0;9.0;8.0;20.0;1.0;1.1666666666666667;2.0;2.0;7.0;7.0;5.0;1.0;17.0;15.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.aes.AES;124.0;0.0;33.0;2.0;30.0;14.0;63.0;0.9551282051282052;1.0419580419580419;13.0;8.0;12.0;10.0;42.0;4.0;33.0;28.0;9.0;3.0;9.0;3.0;0.0;14.0;0.0;2.0;7.0;1.0;1.0;1.0;1.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.KeyValueCodec;35.0;0.0;22.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;6.0;6.0;31.0;5.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Threads;265.0;0.0;43.0;1.0;46.0;26.0;90.0;0.9142857142857143;0.9846153846153847;5.0;0.0;14.0;14.0;56.0;2.0;50.0;40.0;29.0;4.0;13.0;14.0;0.0;17.0;0.0;6.0;8.0;1.0;1.0;5.0;2.0;1.0;6.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0
org.apache.hadoop.hbase.KeyValue;2721.0;3.0;69.0;1.0;182.0;173.0;3219.0;0.9656862745098039;0.9771825396825397;24.0;17.0;85.0;74.0;490.0;48.0;60.0;420.0;52.0;17.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;3.0;3.0;0.0;23.0;8.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Bytes;2238.0;0.0;91.0;1.0;236.0;368.0;5261.0;0.9842391304347826;0.9928728070175439;16.0;11.0;115.0;109.0;266.0;101.0;90.0;532.0;85.0;6.0;12.0;8.0;0.0;40.0;0.0;7.0;7.0;7.0;1.0;4.0;20.0;6.0;5.0;2.0;0.0;3.0;1.0;2.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.Chore;103.0;0.0;21.0;2.0;19.0;6.0;18.0;0.7619047619047619;0.8888888888888888;3.0;0.0;7.0;3.0;19.0;0.0;0.0;14.0;25.0;0.0;22.0;5.0;2.0;15.0;1.0;4.0;9.0;1.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.JenkinsHash;217.0;0.0;21.0;2.0;11.0;21.0;3.0;0.6666666666666667;1.0;2.0;0.0;3.0;3.0;22.0;2.0;23.0;24.0;157.0;4.0;3.0;0.0;1.0;4.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.Struct;113.0;0.0;23.0;1.0;19.0;23.0;49.0;0.8181818181818181;0.9;3.0;0.0;11.0;11.0;17.0;2.0;18.0;39.0;12.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.trace.SpanReceiverHost;71.0;0.0;23.0;1.0;14.0;12.0;2.0;0.5333333333333333;0.8;5.0;1.0;3.0;3.0;14.0;1.0;24.0;15.0;19.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.BufferedDataBlockEncoder$BufferedEncodedSeeker;319.0;0.0;37.0;1.0;71.0;56.0;111.0;0.7642857142857142;0.8045112781954886;7.0;0.0;20.0;11.0;91.0;6.0;36.0;77.0;106.0;4.0;3.0;2.0;0.0;8.0;0.0;2.0;2.0;2.0;0.0;2.0;4.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.ByteBufferOutputStream;103.0;1.0;23.0;2.0;29.0;6.0;17.0;0.19999999999999996;0.2222222222222222;1.0;0.0;10.0;9.0;31.0;2.0;24.0;18.0;17.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawBytes;62.0;0.0;18.0;1.0;21.0;11.0;54.0;0.9696969696969697;1.0666666666666667;3.0;2.0;11.0;11.0;15.0;3.0;15.0;22.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.CellUtil;821.0;0.0;62.0;1.0;151.0;153.0;0.0;1.0;0.0;0.0;0.0;71.0;69.0;298.0;12.0;65.0;224.0;61.0;9.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;7.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.aes.AESDecryptor;64.0;0.0;27.0;1.0;13.0;6.0;22.0;0.71875;0.8214285714285714;4.0;0.0;8.0;6.0;7.0;2.0;27.0;14.0;12.0;1.0;4.0;2.0;0.0;7.0;0.0;2.0;2.0;2.0;0.0;2.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.KeyValueCodec$KeyValueEncoder;10.0;0.0;10.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;11.0;1.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.security.User$SecureHadoopUser;113.0;0.0;24.0;2.0;16.0;8.0;28.0;0.875;1.0;1.0;0.0;8.0;8.0;14.0;3.0;24.0;16.0;21.0;4.0;13.0;16.0;0.0;30.0;0.0;11.0;4.0;4.0;2.0;5.0;11.0;7.0;11.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;3.0
org.apache.hadoop.hbase.util.Counter$IndexHolder;1.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.TerminatedWrapper;126.0;2.0;24.0;1.0;29.0;28.0;13.0;0.35;0.3888888888888889;2.0;0.0;10.0;9.0;40.0;3.0;19.0;40.0;16.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawBytesTerminated;50.0;0.0;15.0;2.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;6.0;1.0;11.0;4.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.RetryCounter$BackoffPolicy;3.0;1.0;6.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;4.0;6.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.KeyLocker$KeyLock;16.0;0.0;9.0;2.0;3.0;0.0;0.0;0.33333333333333337;0.33333333333333337;3.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.IncrementingEnvironmentEdge;36.0;0.0;9.0;1.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;3.0;1.0;9.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.compress.ReusableStreamGzipCodec$ReusableGzipOutputStream$ResetableGZIPOutputStream;66.0;0.0;16.0;3.0;16.0;8.0;9.0;0.8;1.0;2.0;0.0;5.0;2.0;22.0;3.0;16.0;13.0;25.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Base64$Base64OutputStream;188.0;0.0;18.0;3.0;13.0;17.0;4.0;0.6833333333333333;0.82;10.0;0.0;6.0;6.0;16.0;0.0;0.0;23.0;35.0;3.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;5.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.Encryption;509.0;0.0;57.0;1.0;79.0;40.0;351.0;0.962962962962963;1.0;2.0;0.0;27.0;26.0;116.0;6.0;51.0;70.0;23.0;7.0;64.0;15.0;4.0;83.0;4.0;15.0;34.0;2.0;1.0;4.0;19.0;11.0;15.0;8.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;13.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.KeyValueTestUtil;153.0;0.0;32.0;1.0;50.0;26.0;0.0;1.0;0.0;0.0;0.0;13.0;6.0;74.0;1.0;31.0;39.0;23.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.util.StreamUtils;161.0;0.0;20.0;1.0;12.0;44.0;0.0;1.0;0.0;0.0;0.0;8.0;8.0;31.0;9.0;20.0;52.0;38.0;2.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.HasThread;66.0;0.0;14.0;1.0;26.0;4.0;13.0;0.0714285714285714;0.07692307692307693;1.0;0.0;14.0;14.0;14.0;1.0;15.0;18.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.BufferedDataBlockEncoder$BufferedDataBlockEncodingState;1.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.SimpleByteRange;146.0;0.0;19.0;2.0;22.0;21.0;0.0;1.0;0.0;0.0;0.0;15.0;15.0;16.0;1.0;16.0;36.0;15.0;4.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.PrefixKeyDeltaEncoder;183.0;0.0;42.0;2.0;60.0;23.0;0.0;1.0;0.0;0.0;0.0;7.0;4.0;94.0;1.0;45.0;30.0;42.0;4.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;5.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
org.apache.hadoop.hbase.types.RawString;57.0;0.0;19.0;1.0;22.0;12.0;31.0;0.8518518518518519;0.9583333333333334;3.0;2.0;9.0;9.0;20.0;3.0;16.0;21.0;13.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawStringFixedLength;15.0;0.0;13.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.DiffKeyDeltaEncoder;468.0;0.0;44.0;2.0;73.0;60.0;15.0;0.5306122448979591;0.6190476190476191;7.0;0.0;7.0;4.0;140.0;3.0;48.0;67.0;127.0;4.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;5.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
org.apache.hadoop.hbase.types.RawInteger;51.0;0.0;20.0;1.0;18.0;11.0;0.0;1.0;0.0;0.0;0.0;11.0;11.0;15.0;1.0;17.0;22.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ConcatenatedLists$Iterator;32.0;0.0;17.0;1.0;6.0;8.0;2.0;0.4444444444444444;0.6666666666666666;3.0;0.0;3.0;3.0;13.0;2.0;14.0;11.0;14.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.EncodedDataBlock;224.0;0.0;43.0;1.0;45.0;25.0;24.0;0.7916666666666666;0.9047619047619048;6.0;0.0;8.0;6.0;62.0;1.0;49.0;33.0;61.0;5.0;38.0;6.0;1.0;16.0;2.0;2.0;7.0;2.0;1.0;1.0;3.0;2.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0
org.apache.hadoop.hbase.util.Triple;67.0;0.0;12.0;1.0;12.0;21.0;21.0;0.5;0.5555555555555556;3.0;0.0;10.0;10.0;7.0;1.0;11.0;31.0;15.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.Encryption$Context;28.0;0.0;15.0;2.0;7.0;3.0;3.0;1.0;1.5;1.0;1.0;3.0;3.0;7.0;6.0;12.0;6.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.TagType;8.0;0.0;10.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;0.0;0.0;1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.Context;66.0;1.0;23.0;1.0;17.0;10.0;30.0;0.675;0.75;4.0;0.0;10.0;10.0;12.0;8.0;20.0;20.0;11.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Bytes$RowEndKeyComparator;17.0;0.0;13.0;2.0;3.0;10.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;3.0;2.0;10.0;12.0;11.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ArrayUtils;101.0;0.0;15.0;1.0;19.0;41.0;0.0;1.0;0.0;0.0;0.0;13.0;13.0;7.0;0.0;0.0;54.0;9.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ClassSize;293.0;0.0;22.0;1.0;22.0;42.0;14.0;0.9615384615384616;1.1538461538461537;26.0;23.0;6.0;4.0;72.0;27.0;34.0;52.0;48.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
